"respondent_id","timestamp","time_to_complete","q_email","q_age","q_gender","q_gender_text","q_education","q1_satisfaction","q2_satisfaction","q3_satisfaction","q4_satisfaction","q5_satisfaction","q6_trust","q7_trust","q8_trust","q9_trust","q10_trust","q11_multiselect_salomon","q11_multiselect_topo","q11_multiselect_saucony","q11_multiselect_brooks","q11_multiselect_asics","q11_multiselect_hoka","q11_multiselect_a_different_brand_not_listed_here","q12_likert","q13_attention","q14_text","q15_miles_per_week"
234,2026-01-11 20:44:20.255985,6.2,"user234@example.com",22,"Female",NA,"Bachelor's degree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion!",18
235,2026-01-16 10:58:17.699173,8,"user235@example.com",51,"Female",NA,"High school diploma","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I really liked this experience!",43
236,2026-01-09 00:21:31.745712,8,"user236@example.com",29,"Female",NA,"Bachelor's degree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree",NA,"Topo",NA,"Brooks","Asics",NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion",50
238,2026-01-20 02:14:53.541126,47.2,"user238@example.com",70,"Prefer to self-describe:","Agender","Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Strongly Agree",NA,NA,NA,"Brooks",NA,NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","No strong opinion",50
239,2026-01-14 04:09:45.432049,4.5,"user239@example.com",19,"Female",NA,"High school diploma","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,"Topo",NA,NA,NA,"Hoka",NA,"Disagree","Yes, I'm paying attention","Well organized and clear.",37
23,2026-01-29 06:15:37.787584,5.8,"user23@example.com",22,"Female",NA,"Some college","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Strongly Agree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,NA,NA,"Asics",NA,NA,"Agree","Yes, I'm paying attention","I learned a lot from this",44
240,2026-01-27 02:17:56.922912,5,"user240@example.com",54,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Disagree","Strongly Disagree","Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,NA,"Brooks",NA,NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion.",27
241,2026-01-18 18:03:10.992962,9.4,"user241@example.com",29,"Female",NA,"Bachelor's degree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree",NA,"Topo","Saucony",NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Not what I expected!",34
242,2026-01-02 21:52:24.542704,5.9,"user242@example.com",37,"Female",NA,"Bachelor's degree","Strongly Agree","Agree","Agree","Agree","Agree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","I really liked this experience",47
243,2026-01-13 15:49:43.640297,7,"user243@example.com",56,"Male",NA,"Bachelor's degree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Salomon",NA,NA,NA,"Asics",NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","I learned a lot from this!",36
244,2026-01-07 05:41:53.538294,6.4,"user244@example.com",21,"Male",NA,"High school diploma","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion.",23
245,2026-01-11 02:46:34.642342,7.5,"user245@example.com",62,"Male",NA,"Some college","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I learned a lot from this!",63
246,2026-01-07 12:21:47.973627,7.5,"user246@example.com",51,"Female",NA,"Some college","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree",NA,NA,"Saucony",NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","It was confusing at times",36
247,2026-01-02 17:50:41.605677,5.6,"user247@example.com",60,"Female",NA,"Some college","Agree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Salomon",NA,NA,"Brooks",NA,"Hoka",NA,"Strongly Disagree","Yes, I'm paying attention","I really liked this experience",63
248,2026-01-15 01:56:51.015113,7,"user248@example.com",35,"Male",NA,"High school diploma","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Strongly Disagree","Neither Agree Nor Disagree","Salomon",NA,"Saucony",NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","I really liked this experience",33
249,2026-01-31 05:19:58.296303,4.5,"user249@example.com",45,"Male",NA,"Doctorate degree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Salomon",NA,NA,NA,"Asics",NA,NA,"Strongly Disagree","Yes, I'm paying attention","I really liked this experience",46
24,2026-01-05 22:28:57.500875,7,"user24@example.com",50,"Male",NA,"Less than high school","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I learned a lot from this!",47
250,2026-01-26 07:17:20.009265,6.9,"user250@example.com",42,"Female",NA,"Some college","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree",NA,NA,NA,"Brooks",NA,NA,"A different brand, not listed here","Neither Agree Nor Disagree","Yes, I'm paying attention","lorem ipsum 123.",40
251,2026-01-19 15:08:41.81044,5.8,"user251@example.com",31,"Prefer to self-describe:","Agender","Some college","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Agree","Strongly Agree","Neither Agree Nor Disagree","Agree",NA,"Topo",NA,"Brooks",NA,"Hoka",NA,"Strongly Disagree","Yes, I'm paying attention","It was confusing at times!",34
252,2026-01-31 05:57:16.067509,6.4,"user252@example.com",22,"Male",NA,"Bachelor's degree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,2026-01-28 14:31:47.230539,7.4,"user253@example.com",31,"Female",NA,"Less than high school","Strongly Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Salomon",NA,NA,"Brooks","Asics",NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","Well organized and clear",19
254,2026-01-29 15:55:37.216211,8.4,"user254@example.com",53,"Female",NA,"Some college","Neither Agree Nor Disagree","Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","I learned a lot from this.",26
255,2026-01-28 01:57:55.20189,6.4,"user255@example.com",62,"Male",NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,2026-01-13 02:55:02.993195,6.1,"user256@example.com",55,"Female",NA,"High school diploma","Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,2026-01-08 22:20:10.385086,6.5,"user257@example.com",67,"Male",NA,"Less than high school","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","I really liked this experience.",38
258,2026-01-18 20:07:35.383978,4.6,"user258@example.com",45,"Male",NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,2026-01-09 11:42:16.016627,6.6,"user259@example.com",70,"Male",NA,"Some college","Neither Agree Nor Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree",NA,"Topo",NA,"Brooks",NA,NA,"A different brand, not listed here",NA,"Yes, I'm paying attention","lorem ipsum 123",26
25,2026-01-05 21:48:27.22317,6.8,"user25@example.com",42,"Male",NA,"Some college","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,NA,NA,"Asics","Hoka",NA,"Disagree","Yes, I'm paying attention","No strong opinion!",28
260,2026-01-24 05:58:18.955359,9.2,"user260@example.com",59,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,NA,NA,"Asics",NA,NA,"Strongly Disagree","Yes, I'm paying attention","I learned a lot from this!",46
261,2026-01-03 21:16:24.61324,4.4,"user261@example.com",53,"Female",NA,"Master's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Agree","Agree","Agree","Agree",NA,"Topo",NA,"Brooks",NA,NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion.",39
262,2026-01-20 10:16:28.352414,5.2,"user262@example.com",38,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Agree","Neither Agree Nor Disagree","Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,"Topo",NA,NA,"Asics","Hoka",NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","I really liked this experience.",29
263,2026-01-09 09:41:54.655072,6.9,"user263@example.com",52,"Male",NA,"Bachelor's degree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Salomon","Topo",NA,NA,NA,NA,NA,"Disagree",NA,"Well organized and clear!",28
264,2026-01-11 12:51:35.933673,7.2,"user264@example.com",25,"Female",NA,"High school diploma","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,2026-01-19 04:22:43.485966,0.8,"user265@example.com",46,"Male",NA,"High school diploma","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,"Asics",NA,NA,"Disagree","Yes, I'm paying attention","It was confusing at times!",49
266,2026-01-15 09:14:54.777799,10.7,"user266@example.com",56,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,"Asics",NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","It was confusing at times",41
267,2026-01-04 01:57:18.64192,9,"user267@example.com",62,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree",NA,"Topo",NA,NA,"Asics",NA,NA,"Disagree","Yes, I'm paying attention","Could use some improvement",21
268,2026-01-07 16:27:16.396455,4.5,"user268@example.com",34,NA,NA,"High school diploma","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Could use some improvement",56
269,2026-01-15 01:26:42.552382,8.8,"user269@example.com",47,"Female",NA,"Less than high school","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Salomon",NA,NA,"Brooks","Asics",NA,NA,"Agree","Yes, I'm paying attention","asdf qwer zxcv",32
26,2026-01-11 05:16:22.660579,8,"user26@example.com",34,NA,NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree",NA,NA,NA,"Brooks",NA,NA,NA,"Agree","Yes, I'm paying attention","Well organized and clear.",24
270,2026-01-06 10:34:58.482462,8.8,"user270@example.com",20,"Male",NA,"Some college","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","Not what I expected",16
271,2026-01-25 17:21:08.250017,7.7,"user271@example.com",56,"Female",NA,"Some college","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","Could use some improvement!",18
272,2026-01-15 04:03:12.907,2.9,"user272@example.com",68,"Female",NA,"High school diploma","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,"Brooks",NA,NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion",35
273,2026-01-03 01:47:31.604991,8.5,"user273@example.com",69,"Male",NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Salomon",NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","No strong opinion",19
274,2026-01-19 09:34:11.246401,5.2,"user274@example.com",37,"Male",NA,"Bachelor's degree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,"Yes, I'm paying attention","zzzz aaa bbb!",25
275,2026-01-02 22:10:19.213398,4.8,"user275@example.com",22,"Male",NA,"Less than high school","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","asdf qwer zxcv.",34
276,2026-01-16 00:40:34.764417,9.3,"user276@example.com",57,"Male",NA,"Master's degree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,"Brooks",NA,"Hoka",NA,"Disagree","Yes, I'm paying attention","I really liked this experience.",43
277,2026-01-07 09:28:50.459004,7.6,"user277@example.com",68,"Male",NA,"High school diploma","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neither Agree Nor Disagree","Disagree","Agree","Agree","Agree",NA,NA,"Saucony",NA,NA,"Hoka",NA,NA,NA,NA,NA
278,2026-01-10 07:33:42.07668,6,"user278@example.com",23,"Male",NA,"Some college","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",NA,"Topo",NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I learned a lot from this.",30
279,2026-01-31 18:14:40.260236,8,"user279@example.com",34,"Female",NA,"Bachelor's degree","Agree","Agree","Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,"Hoka",NA,"Disagree","Yes, I'm paying attention","Not what I expected!",25
27,2026-01-31 22:35:39.238668,5.6,"user27@example.com",41,"Female",NA,"Some college","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,2026-01-14 22:22:36.011816,6.2,"user280@example.com",31,"Female",NA,"Some college","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree",NA,NA,"Saucony",NA,NA,NA,NA,NA,NA,NA,NA
281,2026-01-07 04:39:30.297885,6.9,"user281@example.com",64,"Male",NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,"Brooks",NA,NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","Well organized and clear",34
282,2026-01-17 08:43:39.85371,7.8,"user282@example.com",57,"Male",NA,"Bachelor's degree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I learned a lot from this!",15
283,2026-01-20 18:40:57.047016,9.8,"user283@example.com",75,"Female",NA,"Bachelor's degree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Strongly Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I learned a lot from this.",46
284,2026-01-21 05:57:00.090126,5.9,"user284@example.com",63,"Female",NA,"High school diploma","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree",NA,"Topo","Saucony",NA,NA,"Hoka",NA,"Strongly Disagree","Yes, I'm paying attention","It was confusing at times",31
285,2026-01-17 17:13:17.346275,5,"user285@example.com",21,"Prefer to self-describe:","Genderqueer","High school diploma","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Disagree",NA,NA,"Saucony","Brooks",NA,NA,NA,"Disagree","Yes, I'm paying attention","It was confusing at times!",21
286,2026-01-23 01:12:49.56036,10.3,"user286@example.com",54,"Male",NA,"Master's degree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","I really liked this experience!",33
287,2026-01-06 16:35:37.007218,5.8,"user287@example.com",39,"Male",NA,"Less than high school","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Disagree","Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Salomon",NA,"Saucony",NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I really liked this experience!",55
288,2026-01-13 17:23:36.667679,5.7,"user288@example.com",37,"Female",NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,"Hoka","A different brand, not listed here","Disagree","Yes, I'm paying attention","Well organized and clear.",35
289,2026-01-16 22:47:13.558982,6.1,"user289@example.com",28,"Female",NA,"Some college","Disagree","Strongly Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,"Brooks",NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","lorem ipsum 123",NA
28,2026-01-18 03:35:10.166821,8.7,"user28@example.com",30,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Salomon",NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Well organized and clear!",49
290,2026-01-15 19:18:33.769638,5.8,"user290@example.com",62,"Male",NA,"High school diploma","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neither Agree Nor Disagree","Strongly Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Salomon",NA,NA,"Brooks","Asics",NA,NA,"Strongly Disagree","Yes, I'm paying attention","I really liked this experience",40
291,2026-01-15 09:30:32.069034,5.4,"user291@example.com",22,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,"Hoka","A different brand, not listed here",NA,NA,NA,NA
292,2026-01-08 22:31:44.129663,6.4,"user292@example.com",30,"Female",NA,"Some college","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Neither Agree Nor Disagree",NA,NA,"Saucony",NA,NA,"Hoka",NA,"Strongly Disagree","Yes, I'm paying attention","Well organized and clear!",41
293,2026-01-19 15:10:34.110374,7.5,"user293@example.com",21,"Male",NA,"Some college","Agree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Salomon","Topo",NA,NA,"Asics",NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion!",38
294,2026-01-06 16:12:02.42346,9.2,"user294@example.com",70,"Female",NA,"Less than high school","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","qwerty uiop 789!",38
33,2026-01-07 04:19:43.656163,9.5,"user295@example.com",41,"Male",NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","It was confusing at times",26
296,2026-01-17 10:15:08.189059,7.5,"user296@example.com",24,"Female",NA,"Master's degree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Disagree","Neither Agree Nor Disagree","Strongly Disagree","Disagree","Disagree","Salomon",NA,"Saucony",NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","I learned a lot from this",44
297,2026-01-14 11:42:21.276305,6.6,"user297@example.com",66,"Female",NA,"High school diploma","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","It was confusing at times",15
298,2026-01-19 06:53:25.363899,7.4,"user298@example.com",30,"Female",NA,"Less than high school","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Salomon",NA,"Saucony",NA,NA,"Hoka",NA,"Disagree","Yes, I'm paying attention","I learned a lot from this.",33
299,2026-01-11 23:42:28.423721,5.4,"user299@example.com",24,"Female",NA,"Master's degree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","It was confusing at times.",NA
29,2026-01-08 07:48:14.179413,5.9,"user29@example.com",25,"Female",NA,"High school diploma","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,"Topo",NA,NA,"Asics",NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion.",30
2,2026-01-30 07:12:50.001597,6.9,"user2@example.com",30,"Female",NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","qwerty uiop 789!",27
300,2026-01-28 20:03:30.975929,3.9,"user300@example.com",66,"Male",NA,NA,"Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,"Brooks",NA,NA,NA,"Agree","Yes, I'm paying attention",NA,NA
